西北大学,西大,西北大,,,,,,,,,,,,,
福州大学,福大,,,,,,,,,,,,,,
河北工业大学,河北工大,,,,,,,,,,,,,,
北京林业大学,北林,,,,,,,,,,,,,,
湖南师范大学,湖南师大,,,,,,,,,,,,,,
中国药科大学,中国药大,,,,,,,,,,,,,,
北京中医药大学,北中医,,,,,,,,,,,,,,
中国地质大学（武汉）,地大,,,,,,,,,,,,,,
南京农业大学,南农,,,,,,,,,,,,,,
中国矿业大学（北京）,矿大,,,,,,,,,,,,,,
长安大学,长大,,,,,,,,,,,,,,
中国矿业大学,矿大,,,,,,,,,,,,,,
中国石油大学（北京）,中石大,,,,,,,,,,,,,,
中国石油大学（华东）,中石大,,,,,,,,,,,,,,
海南大学,海大,,,,,,,,,,,,,,
大连海事大学,大连海大,,,,,,,,,,,,,,
南昌大学,南大,,,,,,,,,,,,,,
华中农业大学,华中农大,华农,,,,,,,,,,,,,
中国地质大学（北京）,地大,,,,,,,,,,,,,,
辽宁大学,辽大,,,,,,,,,,,,,,
太原理工大学,太原理工,,,,,,,,,,,,,,
贵州大学,贵大,,,,,,,,,,,,,,
北京体育大学,北体大,,,,,,,,,,,,,,
延边大学,延大,,,,,,,,,,,,,,
广西大学,西大,,,,,,,,,,,,,,
东北林业大学,东北林大,,,,,,,,,,,,,,
四川农业大学,四川农大,川农大,,,,,,,,,,,,,
内蒙古大学,内大,,,,,,,,,,,,,,
东北农业大学,东北农大,,,,,,,,,,,,,,
宁夏大学,宁大,,,,,,,,,,,,,,
青海大学,青大,,,,,,,,,,,,,,
石河子大学,石大,,,,,,,,,,,,,,
西藏大学,藏大,,,,,,,,,,,,,,
非全日制,非全,在职,定向,,,,,,,,,,,,
全日制,非定向,脱产,,,,,,,,,,,,,
专硕,专业型硕士，拥有专业学位，以职业培养为导向,,,,,,,,,,,,,,
学硕,以学术研究为导向，偏重理论和研究,,,,,,,,,,,,,,
MBA,工商管理硕士,工商管理研究生,,,,,,,,,,,,,
EMBA,,,,,,,,,,,,,,,
MEM,工程管理硕士,,,,,,,,,,,,,,
MPA,公共管理硕士,,,,,,,,,,,,,,
初复试占比,初试及复试成绩所占总成绩百分比,,,,,,,,,,,,,,
择校,选校,定校,合适的院校,,,,,,,,,,,,
报录比,报录比= 报考人数/录取人数,,,,,,,,,,,,,,
复试被刷,复试筛选人,复试不通过,复试不被录取,,,,,,,,,,,,
提面,提前面试,面试,提前批,提前面,提前复试,预面试,夏令营,,,,,,,,
过提面,通过提前面试,面试通过,,,,,,,,,,,,,
批次,提前面试批次,提前批申请批次,,,,,,,,,,,,,
提面流程,面试内容,面试考什么,面试内容,考察内容,,,,,,,,,,,
背景,学历及工作履历,,,,,,,,,,,,,,
面试过了,拿到面试最优档,面试获得通过,,,,,,,,,,,,,
适合什么人,适合什么背景,对考生背景要求什么样,,,,,,,,,,,,,
拿不到资格,拿不到面试资格、拿不到提面资格,,,,,,,,,,,,,,
有没有机会面试,能否进入提前面试,能否进入预面试,能否拿到提前批面试资格,,,,,,,,,,,,
材料被刷,院校背景材料不通过,不能进入面试,,,,,,,,,,,,,
初试,笔试,管综考试,管理类联考,,,,,,,,,,,,
抽题,随机抽题目,,,,,,,,,,,,,,
压力面,压力面试,,,,,,,,,,,,,,
报考条件,学历要求,工作年限要求,毕业满几年可以考,,,,,,,,,,,,
国家线,国家分数线,,,,,,,,,,,,,,
提面成绩,提前面试结果,提前面试成绩,,,,,,,,,,,,,
英语水平怎么样,是否通过四六级,是否有其他英语能力认证,,,,,,,,,,,,,
专科,大专生,自考专科,统招专科,专科学历,,,,,,,,,,,
本科,统招本科,自考本科,非统招本科,,,,,,,,,,,,
本三专五硕博二,本科毕业三年,专科毕业五年，硕士博士毕业两年,,,,,,,,,,,,,
双非,双非院校,非985非211院校,,,,,,,,,,,,,
HR,人事,人力资源,人力行政,,,,,,,,,,,,
金融行业,银行,证券公司,资产管理,信托,期货,基金管理,保险,投资顾问
房地产行业,中建,房地产开发,建设,地产集团,碧桂园,融创,保利,绿地,绿城,,,,,,
非盈利组织/政府机构,电网,住建局,审计局,研究所,发展改革委员会,政务服务中心,居委会,财政局,镇党委,农业事业部,人民政府,环境局,公安局,农业事业部,
文化传媒,体育文化,珠宝,文化传播,传媒公司,广告,,,,,,,,,,
创业,自主创业,创始人,联合创始人,老板,股东,合伙人,,,,,,,,,
年薪,收入,工资,薪资,待遇,,,,,,,,,,,
管理岗,主管,经理,有决策权,带团队,高管,中层,总监,负责人,行长,,,,,,
非管理岗,基层,不带团队,运营岗,科员,会计,讲师,工程师,员工,秘书,老师,开发,营销员,分析师,护士,柜员
科创项目,科技创新项目,,,,,,,,,,,,,,
过线,过国家线/过院校复试线,,,,,,,,,,,,,,
组面,小组面试,无领导小组面试,,,,,,,,,,,,,
个面,个人面试,,,,,,,,,,,,,,
小型企业,小规模,100人以下,,,,,,,,,,,,,
中型企业,中规模,从业人员100人以上,营业收入1000万以上,,,,,,,,,,,,
大型企业,国企,央企,外资,世界五百强,中国五百强，从业人员在1000人以上,,,,,,,,,,
国企,国有企业,,,,,,,,,,,,,,
央企,中央企业,中央直属企业,中央管理企业,,,,,,,,,,,,
世界500强,全球最大五百家公司,,,,,,,,,,,,,,
中国500强,中国最大500家公司,,,,,,,,,,,,,,
材料,面试材料,网申资料,背景材料,,,,,,,,,,,,
