北京地区MBA院校梯队划分（含无提面院校）？,"第一梯队：清华大学经济管理学院、清华大学五道口金融学院、北京大学光华管理学院、中国人民大学商学院、上海交通大学高级金融学院（北京）
第二梯队：北京理工大学、北京航空航天大学、北京师范大学、中央财经大学、对外经济贸易大学、长江商学院
第三梯队：中国农业大学、北京科技大学、中国科学院大学
第四梯队：北京邮电大学、北京交通大学、北京工业大学、中国传媒大学、中央民族大学、中国石油大学（北京）、中国矿业大学（北京）、中国地质大学（北京）、中国政法大学、北京化工大学、华北电力大学、北京外国语大学、北京林业大学、北京体育大学（新）
其他院校：首都经济贸易大学、北京信息科技大学、中国社会科学院大学、北京工商大学、北京建筑大学、北方工业大学、北京第二外国语学院、北京物资学院、商务部国际贸易经济合作研究院...
"
北京地区第一梯队院校,"第一梯队：清华大学经济管理学院、清华大学五道口金融学院、北京大学光华管理学院、中国人民大学商学院、上海交通大学高级金融学院（北京）
"
北京第二梯队院校,"第二梯队：北京理工大学、北京航空航天大学、北京师范大学、中央财经大学、对外经济贸易大学、长江商学院
"
北京第三梯队院校,"第三梯队：中国农业大学、北京科技大学、中国科学院大学
"
北京第四梯队院校,"北京邮电大学、北京交通大学、北京工业大学、中国传媒大学、中央民族大学、中国石油大学（北京）、中国矿业大学（北京）、中国地质大学（北京）、中国政法大学、北京化工大学、华北电力大学、北京外国语大学、北京林业大学、北京体育大学（新）
其他院校：首都经济贸易大学、北京信息科技大学、中国社会科学院大学、北京工商大学、北京建筑大学、北方工业大学、北京第二外国语学院、北京物资学院、商务部国际贸易经济合作研究院...
"
"我拿了MBA文凭，可以在北京落户吗？
","不能直接落户北京
根据北京的政策来说，报考MBA专业是不可以转户口。如果报考学员在读MBA期间缴纳了社保，就不可以转户口。但是在学完MBA专业课程毕业之后，是可以参加北京市落户打分的。
"
清华大学全日制MBA有什么项目？ 学费 学制？招生人数？,"目前清华大学就只有经济管理学院有全日制MBA项目，他是个全球MBA项目（国际MBA）， 两年学制，学费 19.8万， 招生80人（含留学生），项目采用英文授课，对英文要求比较高，同时作为全球招生的项目，也会有不少海外留学生。毕业后获得清华大学研究生学历证书和工商管理硕士学位证书、MIT斯隆管理学院课程学习证书。对考生的教育背景非常看重。
"
介绍一下清华大学全日制项目？说说清华IMBA项目学生是什么类型？,清华大学经济管理学院全日制项目，是一个全球MBA项目（国际MBA），两年学制，学费为19.8万， 招生80人（含留学生），项目采用英文授课，对英文要求比较高，同时作为全球招生的项目，也会有不少海外留学生。这个项目对考生要求比较高，基本学历要求985/211/QS前200； 工作年限5-8年；工作平台中高平台，行业不限，收入35+，英语要求高；往届录取的学生里，平均年龄在27.8岁，其中海外院校比例41.7%，硕士及研究生比例人数达29.2%；81%的人年收入在20-80万之间，80%同学平均下属人数在0-8人间。学科分布上来说商科占到43.75%，64.58%同学来自民营企业，外资及合资企业同学占到22.92%
"清华经管非全日制MBA有哪些项目？学费学制招生人数？
","清华经管有这几个非全MBA项目：
清华MBA项目：学制2.5年，中文授课为主，学费41.8万，招生240人
清华科技创新MBA项目：学制2.5年，中文授课为主，学费41.8万，招生55人，22年开设的新项目，在深圳国际研究院招生和授课。
清华产业创新MBA项目：学制2.5年，中文授课为主，首批招60人，23年新开设的项目。
"
"清华经管这三个非全MBA项目有什么区别？
","清华MBA项目就是正常的综合MBA项目，主要目的是助力各行各业、各种职能的中高层管理者或者创业者加速事业升级，课程内容相对综合，也是报名人数最多的项目。
科技创新MBA是22年才开设的项目，由清华经管和深圳国际研究生院在深圳合作开办的，主要是培养具有数字科技和现代金融素养的创新领导者，服务粤港澳大湾区的可持续发展。在深圳招生和授课。
产业创新MBA是23年才开设的项目，主要是培养具有“产业创新视野、管理创新思维、产品创新能力”的未来领导者。虽然目前还没有一届学生，但国家这两年特别提出要建设现代化产业体系，把发展经济的着力点放在实体经济上，推进新型产业和新兴产业的创新，又有清华大学这么雄厚的师资做背书，所以项目本身不会很差，很有潜力。
"
清华科技创新MBA项目是什么？,科技创新MBA是22年才开设的项目，由清华经管和深圳国际研究生院在深圳合作开办的，主要是培养具有数字科技和现代金融素养的创新领导者，服务粤港澳大湾区的可持续发展。在深圳招生和授课。
清华产业创新MBA项目是什么？,产业创新MBA是23年才开设的项目，主要是培养具有“产业创新视野、管理创新思维、产品创新能力”的未来领导者。虽然目前还没有一届学生，但国家这两年特别提出要建设现代化产业体系，把发展经济的着力点放在实体经济上，推进新型产业和新兴产业的创新，又有清华大学这么雄厚的师资做背书，所以项目本身不会很差，很有潜力。
"清华非全日制提前面试有哪些批次？什么时候？
","清华大学经济管理学院今年共4个批次，2023年材料提交截止日期为5月8日、7月7日、8月28日、9月28日，其中科技创新项目有2场专场面试，材料提交截止时间分别为6月5日、8月7日。
"
"清华经管非全日制报考有什么要求？/学生画像
","清华非全日制MBA普通班往年入学考生的平均年龄在34.3岁，平均工作经验在10.5年，69%人年收入在50-120万，研究生及以上学历占比31.5%，平均管理人数在39人，学科分布上来说42.86%的同学来自工科背景，商科背景占24.79%，49%的同学来自民营企业，其次为国有企业。往年我们这边辅导通过的考生学历背景基本都是头部985/211或者QS前200； 工作年限8-15年；工作平台中高平台，行业不限，收入80+，英语能正常交流沟通的这种。
清华科技创新非全MBA22年学生平均年龄在34.2岁，平均工作经验10.1年，75%人收入在50-120万间，78%人收入在50-120万之间，工科背景同学占40%，商科占34%，55%同学来民营企业，在该项目中自主创业同学占比较多，占9%。
清华创新MBA因为项目23刚开设，所以官方没有公布，但具体的学历以及工作年限薪资收入这些其实和其他项目差不多，行业的话更偏向新型产业和新兴产业"
"我符合清华大学MBA报考条件么？
",清华大学的基本报考条件是要求本科毕业3年，或者硕士博士毕业两年，专科不可以报考。但是否能够通过提前面试，取决于我们的教育背景和工作履历能否达到学校的门槛要求，可以跟我详细说说你的情况，我给同学分析评估下通过的概率
"清华经管提面有效期多久？
","当年成绩未达到国家A线，“条件录取资格”可以保留至第二年，其他情况的条件录取考生的资格仅当年有效。
"
"没参加提前面试还能报清华MBA么？
","不可以，清华没有正常批，报考考生必须参加提前面试。
"
"介绍下清华五道口金融MBA项目？学制？学费？招生人数？
","清华-康奈尔双学位金融MBA，学制2年，中英双语授课，清华大学和康奈尔大学各负责教学内容的50%，学费为35.1万+康奈尔学费（56870美元），招生120人，毕业可以获得清华大学工商管理硕士学位证书+清华大学硕士研究生毕业证书 + 康奈尔大学MBA学位证书；该证书与康奈尔大学本部所授MBA学位完全相同。一月两次授课，采用隔周周末或短期集中上课的形式，平均每月4天，课程包括两次赴美学习，单次两至三周。
"
"清华-康奈尔双学位项目是什么项目？
","清华-康奈尔双学位金融MBA，学制2年，中英双语授课，清华大学和康奈尔大学各负责教学内容的50%，学费为35.1万+康奈尔学费（56870美元），招生120人，毕业可以获得清华大学工商管理硕士学位证书+清华大学硕士研究生毕业证书 + 康奈尔大学MBA学位证书；该证书与康奈尔大学本部所授MBA学位完全相同。一月两次授课，采用隔周周末或短期集中上课的形式，平均每月4天，课程包括两次赴美学习，单次两至三周。
"
"金融类的考生适合报清华哪个项目？
","针对金融类考生，清华有一个清华-康奈尔双学位金融MBA项目，这个项目的同学海外院校比例55%，硕士以上研究生比例43%，该项目中金融行业生源占60%，非金融行业生源占40%. 金融管理生源主要覆盖投资管理、证券、基金、银行、保险、信托等领域；非金融行业学生分布电子通信与互联网、房地产、交通、文化创意、能源等领域。这个项目对考生的英语水平要求比较高。
"
"清华-康奈尔双学位项目学生是什么样的？
","针对金融类考生，清华有一个清华-康奈尔双学位金融MBA项目，这个项目的同学海外院校比例55%，硕士以上研究生比例43%，该项目中金融行业生源占60%，非金融行业生源占40%. 金融管理生源主要覆盖投资管理、证券、基金、银行、保险、信托等领域；非金融行业学生分布电子通信与互联网、房地产、交通、文化创意、能源等领域。这个项目对考生的英语水平要求比较高。
"
非金融行业可以报考清华五道口吗？,"可以，每年其实还是有不少非金融行业的考生报考这个项目，比方说电子通信与互联网、房地产、交通、文化创意、能源等领域。不过院校还是更偏爱金融行业的考生一些，非金融行业的考生申请通过的概率不是很大。
"
清华五道口的提面时间是什么时候？,清华大学五道口金融学院面试材料提交共5个批次，2023年报名截止时间为4月7日、6月9日、8月4日、9月8日、11月10日，其中11月10日这个批次仅针对中国香港、澳门、台湾地区及国际考生开放。报考条件：本科毕业3年，硕士博士毕业两年，专科不可报。
专科毕业可以报清华大学MBA吗？,不可以，专科不可以报考清华MBA
"北京大学全日制MBA有什么项目？学费学制招生人数？
","北京大学光华管理学院有全日制MBA项目，学制为2年，学费为18.8万，招40人。
"
"北京大学全日制MBA招的考生都是什么样的？/学生画像
",北大光华全日制全球MBA招收的考生，学历985/211/QS前200； 工作年限5-8年；工作平台中高平台，行业不限，收入35+，英语要求高，项目主要立足中国而面向国际的领导和决策能力为目标，以提升事业平台或职业转型为目标，期望开阔全球视野，具备职业潜力且可塑性较强的年轻菁英，年龄一般不超过30周岁。
"北大光华全日制的提面时间是什么时候？
","北大光华全日制MBA项目不设批次，不定期举行，一轮材料是在每月10日13:00，二轮材料是在每月20日13:00。全日制项目实行全年滚动招生，在2024年名额招满后，通过面试获得预录取资格的考生将自动转为2025年的预录取考生，建议想于2024年9月入学的申请人尽早提交材料。
"
"北大光华非全日制MBA有哪些方向？
","北大光华非全日制MBA有以下三个方向，
第一个方向是综合非全MBA，学制为2年，学费为39.8万，这个方向招的最多，报考人数也最多。
第二个方向是社会公益管理方向，算是北大的特色方向，学制为2年，学费为39.8万，主要面向非盈利组织工作的人或者在企业里做社会公益方向岗位的考生。
第三个方向是北大-康奈尔MBA/MMH双学位非全MBA项目，21年设立的，学制为2年，学费为北大31.9万+康奈尔$4.5万，在上海面试，中英双语授课，周末授课，每年一次为期17天赴美学习，授课地点为北京/上海/伊萨卡/纽约，该项目毕业获得北京大学说是研究生毕业证书、北京大学工商管理硕士学位证书及康奈尔大学诺兰酒店管理学院服务管理硕士（MMH）学位证书
"
"北大光华非全日制招的人都是什么样的？
","往年辅导通过的基本都是985/211/QS前200的教育背景， 工作年限在8-15年，工作平台中高平台，行业不限，收入80+，相较于清华来说工作履历要求差不多，但对于教育背景不会像清华卡的那么严。
北大-康奈尔MBA/MMH，往年辅导通过的基本都是985/211/QS前200的教育背景，工作年限在8-15年，工作平台中高平台，行业不限，收入80+，英语要求会比较高，偏向社会经济服务页的中高层管理者，因为项目刚开设没有多久，所以背景门槛要求还没有拔的很高。
22年入学光华的考生，平均年龄 为32岁，平均管理年限为5.8年，入学前单位性质排行榜TOP3依次为民营企业、外/合资企业、国有/国有控股企业，这两年入学考生行业 在IT/通信/电子/互联网、金融、房地产/建筑业、文体/教育/传媒/娱乐 行业的考生占比最多。
"
北大光华非全日制提前面试有哪些批次？,"不同地区时间是不太相同的，
北京地区第一批截止时间为4月14日13:00，第二批为6月9日13:00，第三批为8月11日13:00，第四批为9月11日13:00
深圳地区第一批截止时间为5月11日13:00，第二批为7月14日13:00，第三批为8月25日13:00
西部（成都）地区第一批截止时间为5月18日13:00，第二批为7月7日13:00，第三批为8月25日13:00
上海地区第一批截止时间为5月11日13:00，第二批为7月7日13:00，第三批为9月11日13:00
申请人的上课地点必须与面试地点一致，一旦提交资料不可修改
"
"我符合北大光华的报考条件吗？
","北大光华专科不受限制，研究生毕业两年，本科毕业三年，大专毕业五年。但是否能够通过提前面试，取决于我们的教育背景和工作履历能否达到学校的门槛要求，可以跟我详细说说你的情况，我给同学分析评估下通过的概率。
"
没参加提前面试还能报北大MBA么？,不可以的，北大是无正常批的，必须参加提前面试。最近的一个批次是：
"北大光华有异地班吗？
","有的，除了北京本部外，北大光华还在成都、上海、深圳有开设异地班。北大光华（成都）是综合MBA项目，而且是川渝地区唯一一所有提面的MBA院校，北大光华（上海）是北大-康奈尔MBA/MMH项目，北大光华（深圳）是综合MBA项目。很早以前西安也是有异地班的，19年的时候取消了。
"
"如果我北大光华提面获得预录取资格但是笔试没过国家线怎么办？
","面试成绩为“获得预录取资格”但笔试未过国家线，面试成绩可保留到第二年，面试成绩为“条件录取资格”但笔试未过国家线，次年可获得原项目直接面试资格。
"
"我去年北大光华获得预录取资格今年还用参加提前面试吗？
","面试成绩为“获得预录取资格”但笔试未过国家线，面试成绩可保留到第二年，面试成绩为“条件录取资格”但笔试未过国家线，次年可获得原项目直接面试资格。 
"
"
北京大学国家发展研究院是什么项目？学费？学制？授课方式？
",北京大学国家发展研究院（NSD）是北京大学的一个以经济学为基础的多学科综合性学院，前身是北京大学中国经济研究中心，随着更多学者的加入以及科研和教学等方面的拓展，2008年改名为国家发展研究院。他们的MBA 是中外合作办学的MBA项目，目前有两个，一个是北大（PKU）— 伦敦大学学院（UCL）MBA项目，有全日制还有在职，周末上课，全英授课，在北大和UCL上课，毕业后可以拿到UCL的MBA学位证书和北大修业证明，学费为36.8万。还有个项目是北大（PKU）— 弗拉瑞克商学院（Vlerick）MBA项目，只有在职项目，周末上课，大部分为英文授课，在北大上课，毕业后拿Vlerick的MBA学位证书以及北大的修业证明，学费也是36.8万。
"国发院的这两个MBA项目如何申请？有什么要求？
","在国发院的MBA官网就可以申请。这两个项目都要求拥有基本的学士学位，以及至少3年的全职工作经验，因为是国际免联考项目，所以不需要统考成绩，但需要GMAT/GRE + 英语语言成绩（托福、雅思（A类）、CET-6、TEM-8）这些成绩，或者是UCL或者Vlerick的校园考试成绩 ，这些成绩都达标后才可以申请。
"
"国发院的这两个MBA项目适合什么样的考生？
","适合有外企背景或者今后想要去外资或者跨国企业发展的具有一定国际化视野的考生。或者是英语能力出色，不想参加全国统考的考生。
"
中国人民大学商学院全日制MBA有什么项目？学费？学制？招生人数？,中国人民大学 全日制IMBA，中外学生合班上课，必修课为全英文授课， 2年，17.8万，招33人
"中国人民大学全日制MBA招的考生都是什么样的？学生画像？
","往年辅导通过的基本都是学历985/211/QS前200； 工作年限5-8年；工作平台中高平台，收入30+，英语能力不错的，差不多这样的背景。
"
"中国人民大学非全日制MBA有哪些项目？学制？学费？招生人数？
","中国人民大学 非全MBA普通班，周一至周五1到2个晚上和周末，中文授课， 2年，35.8万，招416人；
中国人民大学 非全科技金融班，周一至周五1到2个晚上和周末，中文授课， 2年，40.8万，招416人；
"
中国人民大学非全日制有金融方向项目吗？学制？学费？招生人数？,"中国人民大学 有非全科技金融班，周一至周五1到2个晚上和周末，中文授课， 2年，40.8万，招416人；
"
"中国人民大学商学院非全日制招的人都是什么样的？学生画像？
","往年辅导通过的基本都是统招本科学历，工作年限在8-15年；工作平台中高平台，行业不限，收入60+，英语水平还可以的。
"
中国人民大学商学院官方网址？,"https://mba.rmbs.ruc.edu.cn/web/admissions.php
"
"人大商学院MBA对大专生报考是否有一定的比例限制？
","人大商学院MBA不限制大专生的报考，每年都有以专科学历就读人大MBA的考生。人大MBA会综合考察考生的各方面素质，如果大专生在教育背景方面有所欠缺，其他方面则需要表现出更高的素质才能最终进入人大。
"
成人教育的本科毕业证（无学位证）可否报名？,"可以。只要获得了教育部批准的大专以上（含大专）毕业学历，符合相应报考条件就可以报考（党校系列中只有中央党校的本科学历可报考）。
"
"人大MBA提前批面试有几次？还有正常批面试吗？
","答：2023年人大商学院MBA招生仍然以提前批面试为主，采取“5+1”方式，即五次提前批面试和一次正常批面试。提前批面试的时间分别为2022年6月、7月、9月、10月、11月；正常批面试为2023年3月-4月(具体时间以后续通知为准)，未能参加提前批面试的考生依然可以通过正常批面试的方式进入人大学习。
"
"人大MBA面试的内容和形式是什么？
人大MBA提前面试是什么样的？",无论申请人大MBA哪个项目，均需参加由人大商学院组织的统一面试。面试的形式为个人综合素质面试和英文面试，每位考生的面试总时间为25分钟左右（包括考官打分时间）。考官面试当天抽签进入考场。个人综合素质面试主要考察考生的综合素质、管理能力或者管理潜质。中文项目的英文面试时长约3-5分钟，考察考生的基本听说能力；国际MBA（IMBA）的英文面试时长约10-15分钟，考察综合素质及英语沟通表达能力。
"各批次提前批面试多少人？有多少人获得条件录取资格？申请与获得资格的比例是多少？
","各批次提前批的面试人数和获得条件录取资格的人数视当批考生数量和质量而定。如果某批提前批面试申请数量多、考生质量高，那么该批面试的人数和获得条件录取资格的人数均会相应増加。
"
"如果申请提前批未能进入面试，或者面试后未获得资格，还有机会进入人大吗？
",每位考生每学年只有一次申请提前批面试的机会，只要考生申请了某一批次的提前批面试，无论结果如何，当年均不能再申请其他批次的提前批。但是人大MBA依然保留了部分正常批面试的名额，即考生可以先报名参加全国联考，联考之后的3月份依照人大MBA复试线参加正常批面试，并在规定时间内提交网上面试申请
提前批面试的结果包括哪几种？,"参加提前批面试的结果分为条件录取资格、条件录取递补资格及未获得资格。其中，在获得条件录取资格的考生中表现突出的将获得卓越（4万）、优秀（2万）、良好（1万）三个等级的面试奖励金；条件录取资格考生当年在研招网全国联考报名中选择的研究方向（国际班、普通在职班、科技金融班）与提前批报考项目一致、联考成绩达到国家A类线，且复试政治及格即可被人大录取;条件录取递补资格考生根据当年招生情况依序递补为正式的条件录取资格，如未递补成功，可申请正常批面试；未获得资格的考生可以在联考后申请正常批面试。
"
人大提前面试有奖学金吗？,在获得条件录取资格的考生中表现突出的将获得卓越（4万）、优秀（2万）、良好（1万）三个等级的面试奖励金；
"提前批面试获得条件录取资格的考生，若当年未参加联考或者联考笔试未过国家线，资格是否可以保留至下一年？
","考生在提前批面试中所获得的条件录取资格仅当年有效，次年不保留。
"
"人大MBA科技金融班在课程体系和授课方式与普通在职班有何差异？
","人大科技金融MBA项目具有独立的课程体系，注重培养学生在掌握管理专业基础理论的基础上，精通与科技金融相关的知识。课程体系在MBA基础课的基础上，增设科技金融方向模块课程，毕业时获得科技金融方向学习证明。在MBA教学指导委员会和MBA顾问委员会的指导和监督下，每门课程的教学内容和教学方法都经过了精心设计，课程突出“跨学科、融合、创新”的特点，包括管理学、金融学、互联网信息技术等多学科课程。在师资和培养方式上具有鲜明的“产教协同、实践联动”特色，熟知理论与管理实践的全校优秀教学师资与来自行业内的精英企业家团队同堂授课，采用国际前沿的教学方法，培养过程强调学业-就业-创业一体化对接。

"
"中国人民大学非全日制提前面试有哪些批次？
","中国人民大学 材料提交 5批 22年申请提交截止日期 6月2日、7月4日、9月2日、9月30日、10月31日，今年的还未出。
"
"我符合中国人民大学的报考条件吗？
","中国人民大学专科不受限制，研究生毕业两年，本科毕业三年，大专毕业五年。但是否能够通过提前面试，需要你的背景和中国人民大学学生背景进行匹配评估，我们才能制定最佳的择校和备考方案。可以跟我详细说说咱们的教育背景和工作履历，我给咱进行分析评估哈。
"
"没参加提前面试还能报中国人民大学么？
","可以的，但是正常批竞争激烈，且所剩的名额不多，提前批拿到好的成绩，笔试压力相对较少，建议同学尝试一下提前批，有更大的把握，降低风险。


"
如果我中国人民大学提面获得预录取资格但是笔试没过国家线怎么办？,"人大商学院提面成绩仅当年有效，如果已经拿到了预录取资格，建议好好准备笔试部分的复习，争取一次上岸！
"
"中国人民大学财政金融学院考生背景是什么样的？
",财政金融学院只招EMBA项目，所以主要面向的是工作年限较长，工作履历丰富的考生。行业层面，因为院校性质原因，财金学院招生有两个方向，一个是金融综合（证券投资），一个是02金融科技，所以更多偏爱金融行业的考生，不过这两年也因为招生压力，其他行业的学校也有在招收。学历方面，EMBA项目对于教育背景没有太严苛的要求，专科本科都有机会。至于收入方面，也是因为人大财金招生压力的原因，只要经济实力够就有机会。
中国人民大学财政金融学院招MBA项目吗？,不招，人大财金目前只招EMBA项目。
中国人民大学财政金融学院的招生人数和学费学制是多少？,"人大财金去年只招66人，学费总共46W，学制2年，授课方式有两种，要么每月一次，周四到周日，集中4天授课。要么每月两次，均为周六周日，共计4天授课。中文授课。
"
"介绍下中国人民大学财政金融学院
","中国人民大学金融EMBA创办于2007年，是国内首创的以金融为特色的高级管理人员工商管理硕士项目，本着“融师、融智、融天下”的办学理念，为学员打造了一个学习先进金融管理理论与实践，拓展精英人脉的国际化平台。目前项目开设了金融综合、金融科技两个专业方向。
"
上海交通大学高级金融学院（北京）全日制MBA有什么项目？,"上交高金在北京没有全日制MBA项目
"
"上海交通大学高级金融学院（北京）非全日制MBA项目是什么样的？学费学制招生人数？
","上海交通大学高级金融学院（北京) 金融MBA新睿（全国班），2.5年，53.8万，460人左右（含北京上海）
"
".上海交通大学高级金融学院（北京）非全日制招的人都是什么样的？考生画像？
","FMBA新睿班，招生上学历要求至少统招本科，工作年限在8-15年，中高平台，金融行业优先，收入最好在60+，但也因为是异地班，相较于本部来说门槛有降低。
"
"上海交通大学高级金融学院（北京）课程授课在上海上还是在北京上？
","一年北京一年上海。
"
上海交通大学高级金融学院（北京）提前面试有哪些批次？,"上海交通大学高级金融学院（北京) 金融MBA新睿（全国班） 材料提交 9批 23年提交申请截止日期4月9、5月14、6月4、7月2、7月23、8月13、9月3、9月17、10月8日

"
我符合上海交通大学高级金融学院（北京）的报考条件吗？,"上海交通大学高级金融学院（北京）专科不受限制，研究生毕业两年，本科毕业三年，大专毕业五年。但是否能够通过提前面试，需要你的背景和上海交通大学高级金融学院（北京）背景进行匹配评估，我们才能制定最佳的择校和备考方案。同学需要老师对你的背景进行全面评估吗？
"
专科毕业可以报考上海交通大学高级金融学院吗？,"上海交通大学高级金融学院（北京）专科不受限制，研究生毕业两年，本科毕业三年，大专毕业五年。但是否能够通过提前面试，需要你的背景和上海交通大学高级金融学院（北京）背景进行匹配评估，我们才能制定最佳的择校和备考方案。同学需要老师对你的背景进行全面评估吗？
"
没参加提前面试还能报上海交通大学高级金融学院（北京）么？,"可以的，但是正常批竞争激烈，名额很少，往年至少得考到230240+才有机会， 提前批拿到好的成绩，笔试压力相对较少，建议同学尝试一下提前批，有更大的把握，降低风险，上海交通大学高级金融学院（北京）最近一次提前面试是
"
"如果我获得上海交通大学高级金融学院（北京）预录取资格但是笔试没过国家线怎么办？
","笔试没有过国家线的，可以调剂本校的EMBA项目，也可以选择二战重新备考。
"
上海交通大学高级金融学院（北京）网址是什么？,https://mba.saif.sjtu.edu.cn/global_fmba
北京理工大学全日制MBA有什么项目？ 学费 学制 招生人数？,"北京理工大学 985 全日制MBA  2年 11.6万，招140人
"
"北京理工大学非全日制MBA项目是什么样的？学费 学制 招生人数？ 招生方向？
","北京理工大学 985 非全MBA  2年 21.6万，招450人。北理招生方向包括智能制造、大数据与信息工程、能源与经济管理、技术转移、国际组织与全球治理；有相关背景的同学在北理提面中有一定优势的。
"
"北京理工大学非全日制招的人都是什么样的？学生画像？
","北理在职，学历至少本科学历，专科很少，工作年限8-15年，中高平台，行业不限，收入40+，英语差不多水平。
"
